NºPer.;Desde*;Hasta*;Nombrto/Contrato;Razón de Alta;Plaza;RJ;Cláusula;T.Nombrto;Días;Puesto trabajo;GFH;Dirección;Puesto Sustitutido;Necesidad
00000963;04/03/2026;20260304;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;8;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000964;11/03/2026;20260311;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;6;AUXILIAR DE ENFERMERÍA;PLANTA 3ª/4ª URA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000965;16/04/2026;20260416;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;35;AUXILIAR DE ENFERMERÍA;PLANTA 2ª URA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000966;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;256;AUXILIAR DE ENFERMERÍA;PLANTA 9ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000967;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;90;CELADOR;CONSERJERÍA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000968;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;275;CELADOR;CONSERJERÍA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000969;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LAVANDERO/A;E;S_9B_1a;S9b1a;365;LAVANDERIA;LAVANDERÍA HOSP.DEL TORAX;DIRECCIÓN DE SERVICIOS GENERALES;LAVANDERIA;0
00000970;02/01/2026;20260102;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;2;LIMPIADORA;SUPLENCIAS LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000971;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;LIMPIADOR/A;E;S_9B_1aV;S9b1a;24;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000972;05/05/2026;20260505;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;36;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000973;25/05/2026;20260525;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;5;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000974;22/06/2026;20260622;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;15;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00000975;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;UDAD.CORONARIAS;DIRECCIÓN DE ENFERMERÍA;;0
00000976;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PARITORIO;DIRECCIÓN DE ENFERMERÍA;;0
00000977;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;;0
00000978;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000979;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;H.DIA POLIVALENTE - CITOSTATICOS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000980;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;238;AUXILIAR DE ENFERMERÍA;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000981;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 5ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000982;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 3ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00000983;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;LIMPIADOR/A;E;I_9_1c;N91c;90;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000984;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;275;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000985;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;LIMPIADOR/A;E;I_9_1c;N91c;273;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00000986;20/02/2026;20260220;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;TÉCNICO/A SUPERIOR GESTION Y SERVICIOS;E;S_9B_1a;S9b1a;51;TÉCNICO SUPERIOR DE GESTIÓN Y SERVICIOS;FONTANERÍA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;TÉCNICO SUPERIOR DE GESTIÓN Y SERVICIOS;0
00000987;20/04/2026;20260420;TEMPORAL. T. COM. INTER. N. ESTA;RIESGO DURANTE EMBARAZO;FEA PSICOLOGÍA CLÍNICA;E;S_9B_1a;S9b1a;110;FEA PSICOLOGÍA CLÍNICA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;FEA PSICOLOGÍA CLÍNICA;0
00000988;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PSICOLOGÍA CLÍNICA;E;I_9_1c;N91c;255;FEA PSICOLOGÍA CLÍNICA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;;0
00000989;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;ESTERILIZACIÓN;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000990;20/02/2026;20260220;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;13;AUXILIAR DE ENFERMERÍA;PLANTA 9ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000991;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;311;AUXILIAR DE ENFERMERÍA;UDAD.ENDOSCOPIA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00000992;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;D.RRHH SERV.ADMINISTRACIÓN DE PERSONAL;DIRECCIÓN DE RR.HH.;;0
00000993;06/09/2026;20260906;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA MEDICINA INTERNA;E;I_9_1c;N91c;249;FEA MEDICINA INTERNA;P.MÉDICO MEDICINA INTERNA;DIRECCIÓN MÉDICA;;0
00000994;08/02/2026;20260208;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;INGENIERO/A TÉCNICO/A INDUSTRIAL;E;I_9_1c;N91c;39;INGENIERO TÉCNICO INDUSTRIAL;INFORMÁTICA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00000995;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;INGENIERO/A TÉCNICO/A INDUSTRIAL;E;I_9_1c;N91c;51;INGENIERO TÉCNICO INDUSTRIAL;INFORMÁTICA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00000996;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;INGENIERO/A TÉCNICO/A INDUSTRIAL;E;I_9_1a;N91a;275;INGENIERO TÉCNICO INDUSTRIAL;DIRECC. DE INGENIERÍA, INFRAESTRUCTURAS Y TECNOLOG;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00000997;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;PROFESOR/A LOGOFONÍA Y LOGOPEDIA;E;I_9_1a;N91a;365;LOGOPEDA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00000998;29/05/2026;20260529;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;149;AUXILIAR ADMINISTRATIVO;ARCHIVO CENTRAL;DIRECCIÓN MÉDICA;AUXILIAR ADMINISTRATIVO;0
00000999;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1aV;S9b1a;27;AUXILIAR ADMINISTRATIVO;AREA ADMINISTRATIVA - HN - CAE ICOD;DIRECCIÓN MÉDICA;AUXILIAR ADMINISTRATIVO;0
00001000;26/01/2026;20260126;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA BIOQUÍMICA CLÍNICA;E;I_9_1a;N91a;26;FEA BIOQUÍMICA CLÍNICA;P.MÉDICO FISIOLOGÍA Y BIOQUÍMICA;DIRECCIÓN MÉDICA;;0
00001001;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA BIOQUÍMICA CLÍNICA;E;I_9_1a;N91a;339;FEA BIOQUÍMICA CLÍNICA;P.MÉDICO FISIOLOGÍA Y BIOQUÍMICA;DIRECCIÓN MÉDICA;;0
00001002;13/03/2026;20260313;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;TERAPEUTA OCUPACIONAL;E;S_9B_1a;S9b1a;17;TERAPEUTA OCUPACIONAL;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;TERAPEUTA OCUPACIONAL;0
00001003;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1a;N91a;365;AUXILIAR ADMINISTRATIVO;ALMACÉN CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00001004;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;90;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00001005;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;275;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00001006;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉC ESPECIALISTA / LABORATORIO;E;I_9_1a;N91a;365;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;;0
00001007;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001008;28/02/2026;20260228;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;28;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00001009;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;;0
00001010;30/11/2026;20261130;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;244;ENFERMERA/O;PLANTA 5ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001011;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA ANATOMÍA PATOLÓGICA;E;I_9_1a;N91a;365;FEA ANATOMIA PATOLOGICA;P.MÉDICO ANATOMÍA PATOLÓGICA;DIRECCIÓN MÉDICA;;0
00001012;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PSIQUIATRÍA;E;I_9_1c;N91c;120;FEA PSIQUIATRÍA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;;0
00001013;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;PROGRAMA CARACTER TEMPORAL;FEA PSIQUIATRÍA;E;I_9_1b;N91b;245;FEA PSIQUIATRÍA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;;0
00001014;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00001015;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - ACCIDENTE DE TRABAJO;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;363;AUXILIAR DE ENFERMERÍA;UDAD.CORONARIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00001016;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;UDES.ESPECIALES SUPLENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00001017;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;ADMISIÓN CENTRAL;DIRECCIÓN MÉDICA;;0
00001018;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;90;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00001019;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;275;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00001020;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;31;AUXILIAR ADMINISTRATIVO;AREA ADTVA. - CAE LA LAGUNA-GENETO;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;AUXILIAR ADMINISTRATIVO;0
00001021;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;262;AUXILIAR ADMINISTRATIVO;ALMACÉN DE MANTENIMIENTO;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;AUXILIAR ADMINISTRATIVO;0
00001022;12/04/2026;20260412;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA PEDIATRÍA;E;I_9_1a;N91a;102;FEA PEDIATRÍA;P.MÉDICO PEDIATRÍA;DIRECCIÓN MÉDICA;;0
00001023;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001024;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;280;ENFERMERA/O;UNIDAD DE SALUD MENTAL INFANTO JUVENIL;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001025;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;90;CELADOR;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;;0
00001026;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;275;CELADOR;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;;0
00001027;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;UDAD.CORONARIAS;DIRECCIÓN DE ENFERMERÍA;;0
00001028;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;D.RRHH SERV.SELEC.EVALUACIÓN - FORMACIÓN;DIRECCIÓN DE RR.HH.;;0
00001029;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FISIOTERAPEUTA;E;I_9_1a;N91a;365;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00001030;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;31;ENFERMERA/O;PLANTA 7ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001031;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;90;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00001032;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;CELADOR/A;E;I_9_1a;N91a;275;CELADOR;SUBDIRECCIÓN ENFERMERÍA;DIRECCIÓN DE ENFERMERÍA;;0
00001033;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;BLOQUE QUIRURGICO CMA;DIRECCIÓN DE ENFERMERÍA;;0
00001034;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;TÉC ESPECIALISTA / RADIODIAGNÓSTICO;E;I_9_1c;N91c;273;TÉCNICO ESPECIALISTA RADIODIAGNÓSTICO;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00001035;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1aV;S9b1a;23;ENFERMERA/O;UDAD.ENDOSCOPIA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001036;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;253;ENFERMERA/O;CONSULTA OFTALMOLOGÍA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001037;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 9ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00001038;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 3ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00001039;23/04/2026;20260423;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;MATRÓN/A;E;I_9_1a;N91a;113;MATRONA;PARITORIO;DIRECCIÓN DE ENFERMERÍA;;0
00001040;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;MATRÓN/A;E;S_9B_1a;S9b1a;252;MATRONA;PARITORIO;DIRECCIÓN DE ENFERMERÍA;;0
00001041;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00001042;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 6ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00001043;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;365;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00001044;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 2ª - HOSPITAL DEL NORTE;DIRECCIÓN DE ENFERMERÍA;;0
00001045;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;365;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00001046;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;LIMPIADOR/A;E;I_9_1c;N91c;273;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00001047;30/04/2026;20260430;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00001048;31/05/2026;20260531;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;31;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00001049;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;30;AUXILIAR DE ENFERMERÍA;ESTERILIZACIÓN;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00001050;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;365;AUXILIAR DE ENFERMERÍA;ÁREA HOSPITALIZACIÓN DE TRÁNSITO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00001051;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;349;ENFERMERA/O;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00001052;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 6ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00001053;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;365;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
